TIME,FTSE,BCBUTE02,BRBUFT02,BRVSLV02,BSSPFT02,BVBUTE02,CCUSMA02,CP080000,CSINFT,LOCOSTNO,PIEAMI01,SLRTCR03,XTEXVA01
1991-01-01,2170.300048828125,-47.5,-4.6,29.1,16.7,3.8,21.614452590737802,58.7,43.6,101.19179255971001,79.7883354423099,40.16493520470004,15.7064521930864
1991-02-01,2380.89990234375,-49.1,0.5,32.5,6.2,3.8,21.56518669064543,58.65,41.7,101.06220848342,79.7883354423099,30.7728398391992,13.1655652900417
1991-03-01,2456.5,-50.6,0.1,28.1,6.6,3.8,24.44102574590073,58.7,32.4,100.913202522388,79.7883354423099,43.496880864484865,10.0839644058535
1991-03-31,2486.199951171875,-63.567741935483866,-0.1903225806451613,28.583870967741934,8.438709677419356,3.8,26.994901529145338,61.022580645161284,41.20645161290323,100.76743716378091,79.7883354423099,30.65022408781402,8.945893052998176
1991-04-01,2486.6432861328126,-64.0,-0.2,28.6,8.5,3.8,27.08003072192016,61.1,41.5,100.762578318494,79.7883354423099,30.222002195258327,8.90795734123633
1991-04-30,2499.5,-66.12666666666668,7.05,29.856666666666666,4.923333333333333,3.8,28.7883121635913,61.24500000000001,36.86,100.62933086483532,79.7883354423099,27.378387265218198,0.3712146561233105
1991-05-01,2496.7677435105848,-66.2,7.3,29.9,4.8,3.8,28.847218420200647,61.25,36.7,100.624736125054,79.7883354423099,27.28033157797543,0.0768442187056202
1991-05-31,2414.800048828125,-68.13548387096775,7.203225806451613,29.51290322580645,6.929032258064518,3.8,32.19745291303546,61.395161290322584,36.79677419354839,100.51399459691143,79.7883354423099,23.67418752471079,-2.180751953663484
1991-06-01,2420.600048828125,-68.2,7.2,29.5,7.0,3.8,32.30912739612996,61.4,36.8,100.51030321264,79.7883354423099,23.553982722935306,-2.25600515940912
1991-06-30,2588.800048828125,-44.90333333333334,6.8133333333333335,26.79333333333333,6.903333333333333,3.8,34.22306780194222,61.69000000000001,34.48,100.42722784874451,79.7883354423099,18.243190038599227,-1.2852385028088993
1991-07-01,2590.635529548891,-44.1,6.8,26.7,6.9,3.8,34.28906574697023,61.7,34.4,100.42436318102399,79.7883354423099,18.060059256380736,-1.25176379051234
1991-07-31,2645.699951171875,-36.16451612903226,7.47741935483871,28.82903225806452,4.577419354838709,3.8,34.79271326884357,61.74838709677421,28.01290322580645,100.37104110619819,79.7883354423099,72.26331784996042,-6.571227227370713
1991-08-01,2644.925757623488,-35.9,7.5,28.9,4.5,3.8,34.809501519572684,61.75,27.8,100.369263703704,79.7883354423099,74.07009313641306,-6.74854267526599
1991-08-31,2621.699951171875,-31.93225806451613,6.919354838709677,29.770967741935486,4.500000000000001,3.8,32.764990737638946,61.217741935483865,24.12258064516129,100.34959684315143,79.7883354423099,36.45005929813955,-9.736889648345649
1991-09-01,2619.8432861328124,-31.8,6.9,29.8,4.5,3.8,32.69684037824116,61.2,24.0,100.34894128113301,79.7883354423099,35.1960581701971,-9.836501214114973
1991-09-30,2566.0,-23.87333333333333,6.32,24.38666666666667,2.5666666666666664,3.8,34.044265724385774,61.345,24.87,100.36931543553757,79.7883354423099,28.062625852901462,-11.090061262331028
