TIME,FTSE,BCBUTE02,BRBUFT02,BRVSLV02,BSSPFT02,BVBUTE02,CCUSMA02,CP080000,CSINFT,LOCOSTNO,PIEAMI01,SLRTCR03,XTEXVA01
1991-10-01,2561.443748474121,-23.6,6.3,24.2,2.5,3.8,34.090728667356274,61.35,24.9,100.370017992586,79.7883354423099,27.816645428167128,-11.1332874708902
1991-11-01,2420.199951171875,-30.0,25.0,19.7,2.8,3.8,32.297703673190234,61.5,25.9,100.42461562779499,79.7883354423099,30.15463042310153,-11.974529191338801
1991-12-01,2493.10009765625,-42.6,25.2,14.2,3.3,3.8,29.90595384448378,61.5,30.7,100.498498308114,79.7883354423099,24.767896269140397,3.95404222036377
1992-01-01,2571.199951171875,-26.4,24.4,14.0,1.2,3.8,30.62444192253126,61.25,25.0,100.574797010236,79.7883354423099,39.18969667251793,-8.63221311201114
1992-02-01,2562.10009765625,-13.6,24.7,16.2,0.9,3.8,32.331738682825666,61.15,24.4,100.645931908811,79.7883354423099,33.03585456120609,-3.18710311155296
1992-03-01,2440.10009765625,-7.7,24.7,18.6,3.9,3.8,31.68936264983864,61.05,25.4,100.70814405707,79.7883354423099,34.908717067562264,-0.0681101633815297
1992-03-31,2654.10009765625,1.7838709677419355,24.60322580645161,23.24516129032258,0.3193548387096774,3.8,29.194703701015488,59.93709677419354,21.722580645161294,100.74851247983774,79.7883354423099,47.00879875724056,3.136641230021435
1992-04-01,2655.8834309895833,2.1,24.6,23.4,0.2,3.8,29.111548402721386,59.9,21.6,100.74985809393,79.7883354423099,47.412134813563156,3.2434662764682
1992-04-30,2707.60009765625,-5.73,33.97666666666667,18.566666666666666,4.6466666666666665,3.8,26.811912544899656,59.755,24.596666666666664,100.7617440345941,79.7883354423099,39.57263740438825,12.744468241468306
1992-05-01,2701.587189705141,-6.0,34.3,18.4,4.8,3.8,26.732614756698904,59.75,24.7,100.762153894617,79.7883354423099,39.302309907520154,13.072088998882101
1992-05-31,2521.199951171875,-3.870967741935484,34.590322580645164,17.238709677419354,2.8645161290322583,3.8,24.01594036926918,59.653225806451616,27.990322580645167,100.74107217436924,79.7883354423099,38.4788426444367,13.438221232757744
1992-06-01,2517.146622721354,-3.8,34.6,17.2,2.8,3.8,23.925384556354857,59.65,28.1,100.740369450361,79.7883354423099,38.451393735667246,13.4504256405536
1992-06-30,2399.60009765625,-12.403333333333332,34.79333333333334,19.81,0.77,3.8,22.13353853013803,59.36,29.84,100.66921450696964,79.7883354423099,24.571837458314896,16.856724713370387
1992-07-01,2396.793646043347,-12.7,34.8,19.9,0.7,3.8,22.071750736130557,59.35,29.9,100.666760888232,79.7883354423099,24.09323206944068,16.9741833020882
1992-07-31,2312.60009765625,-21.40967741935484,5.961290322580645,22.416129032258066,-0.1709677419354839,3.8,21.98797923821253,59.301612903225795,19.448387096774194,100.51985637325008,79.7883354423099,71.52409907311284,7.065466897403437
1992-08-01,2320.354933215726,-21.7,5.0,22.5,-0.2,3.8,21.98518685494859,59.3,19.1,100.51495955608401,79.7883354423099,73.10512797323524,6.73517635058061
1992-08-31,2553.0,-26.34516129032258,3.354838709677419,19.306451612903224,-3.8774193548387097,3.8,25.40759289580484,58.622580645161285,20.45483870967742,100.27474171541272,79.7883354423099,37.359669610779406,11.245707762446603
1992-09-01,2556.510001627604,-26.5,3.3,19.2,-4.0,3.8,25.52167309716671,58.6,20.5,100.266734454057,79.7883354423099,36.16815433203088,11.396058809508801
1992-09-30,2658.300048828125,-19.443333333333328,1.6566666666666667,22.19666666666667,-4.3866666666666685,3.8,32.076195814692156,58.06833333333333,28.52333333333333,99.94759812111292,79.7883354423099,39.01345634521592,1.9327754005997384
1992-10-01,2662.065673828125,-19.2,1.6,22.3,-4.4,3.8,32.30221383943441,58.05,28.8,99.9365934199769,79.7883354423099,39.11157020773954,1.6064552830511498
1992-11-01,2778.800048828125,-21.9,12.0,16.5,-1.2,3.8,39.002326818506056,57.75,27.3,99.5797698477631,79.7883354423099,37.559886247181005,-7.365315234381349
1992-12-01,2846.5,-28.5,11.4,11.1,2.6,3.8,38.89639581062407,57.75,27.7,99.2473952680788,79.7883354423099,45.38738019348193,-11.284347953571697
1993-01-01,2807.199951171875,-11.9,10.5,13.5,1.7,3.8,39.488581907851966,58.35,24.0,98.9579013257958,79.7883354423099,47.53699552994116,0.979310434344852
1993-02-01,2868.0,2.0,23.4,8.2,12.2,3.8,43.51474539905336,58.85,28.0,98.72405265043592,79.7883354423099,46.208413514654566,-8.50566301030361
1993-03-01,2878.699951171875,-3.0,23.5,5.7,11.7,3.8,41.01209385022539,59.4,34.9,98.56449894458858,79.7883354423099,50.14827036025113,-3.93904568237355
1993-03-31,2813.10009765625,0.19354838709677424,23.596774193548388,3.3774193548387097,8.022580645161291,3.8,37.798974157539625,59.448387096774205,33.64193548387097,98.48134920524143,79.7883354423099,42.661489925779705,-6.0503999436293
1993-04-01,2814.020092773437,0.3,23.6,3.3,7.9,3.8,37.691870167783435,59.45,33.6,98.4785775472632,79.7883354423099,42.41193057796398,-6.12077841900449
1993-04-30,2840.699951171875,-1.44,30.946666666666665,6.2,10.22,3.8,38.727275801567785,59.49833333333334,36.69333333333333,98.45035381771072,79.7883354423099,47.12544110437483,-9.402124396373994
1993-05-01,2842.612855972782,-1.5,31.2,6.3,10.3,3.8,38.76297944411208,59.5,36.8,98.4493805856572,79.7883354423099,47.287975950113136,-9.515274257662599
1993-05-31,2900.0,1.7903225806451613,31.974193548387102,14.041935483870967,11.074193548387097,3.8,41.516193392653996,56.983870967741936,36.21935483870968,98.45412006265335,79.7883354423099,42.662685741172965,-8.96728375085503
1993-06-01,2900.8833333333337,1.9,32.0,14.3,11.1,3.8,41.60796719093872,56.90000000000001,36.2,98.4542780452199,79.7883354423099,42.50850940087496,-8.94901740062811
1993-06-30,2926.5,-1.096666666666667,32.38666666666667,12.173333333333336,5.590000000000002,3.8,43.588313804071866,58.25333333333333,35.23333333333333,98.47259336456102,79.7883354423099,33.025084003771894,-16.267117341593412
1993-07-01,2932.0967741935483,-1.2,32.4,12.1,5.4,3.8,43.65660161831784,58.3,35.2,98.47322492729693,79.7883354423099,32.698069334906265,-16.5194656154198
1993-07-31,3100.0,-0.13548387096774195,39.07741935483871,10.164516129032258,4.9161290322580635,3.8,44.38794104421172,58.44516129032259,34.52258064516129,98.48630366337919,79.7883354423099,94.17041496576172,-7.762984351920704
1993-08-01,3097.983870967742,-0.1,39.3,10.1,4.9,3.8,44.41231902507485,58.45,34.5,98.48673962124859,79.7883354423099,96.21949315345688,-7.4711016431374
1993-08-31,3037.5,-4.454838709677419,40.0741935483871,12.422580645161293,7.609677419354839,3.8,40.74708431435134,58.54677419354839,34.69354838709677,98.48283356530236,79.7883354423099,50.23449982657874,-6.813474595556384
1993-09-01,3041.95,-4.6,40.1,12.5,7.7,3.8,40.624909823993896,58.55,34.7,98.4827033634375,79.7883354423099,48.70166671568279,-6.79155369397035
1993-09-30,3171.0,-5.276666666666666,40.583333333333336,10.759999999999998,1.8033333333333332,3.8,37.52918860875227,58.55,43.98,98.45461343588863,79.7883354423099,49.25903023766037,0.1802047121732221
1993-10-01,3170.871871948242,-5.3,40.6,10.7,1.6,3.8,37.42243960133014,58.55,44.3,98.4536448176973,79.7883354423099,49.278249669452705,0.4206101744540349
1993-11-01,3166.89990234375,-1.0,37.2,11.4,7.1,3.8,35.69796806805447,58.95,40.2,98.4045330209057,79.7883354423099,51.108667151405506,0.3005207817918
1993-12-01,3418.39990234375,-9.7,37.8,12.0,-1.6,3.8,35.76441440305964,58.85,41.8,98.34878875646099,79.7883354423099,32.500021253381355,-1.56310878255012
1994-01-01,3491.800048828125,-1.3,38.2,16.2,3.8,3.8,35.184943756078404,55.85,36.1,98.3009533863299,79.7883354423099,63.15279342524585,7.884621767835599
1994-02-01,3328.10009765625,1.4,31.1,15.2,2.9,3.8,33.72635473792672,55.25,37.7,98.26768991576651,79.7883354423099,51.45113611910983,9.74606580834424
1994-03-01,3086.39990234375,8.2,31.2,12.9,4.9,3.8,33.66617631955457,52.95,40.1,98.2595701226766,79.7883354423099,57.40385886034563,11.8035674075686
1994-03-31,3125.300048828125,9.458064516129033,31.10322580645161,11.83548387096774,-1.970967741935484,3.8,35.88589959209533,53.33709677419355,39.22903225806452,98.28238483900977,79.7883354423099,47.453056197686024,9.903591859902953
1994-04-01,3120.140047200521,9.5,31.1,11.8,-2.2,3.8,35.95989036784669,53.35,39.2,98.2831453295542,79.7883354423099,47.12136277559736,9.84025934164743
1994-04-30,2970.5,12.4,21.046666666666663,10.93,5.92,3.8,35.120632032638404,53.39833333333333,36.20333333333333,98.34016951349464,79.7883354423099,50.35100822075582,6.190095175811607
1994-05-01,2968.845159715222,12.5,20.7,10.9,6.2,3.8,35.091692090045015,53.4,36.1,98.342135864665,79.7883354423099,50.46237530507162,6.0642274459552015
1994-05-31,2919.199951171875,14.43548387096774,20.603225806451615,10.416129032258064,14.909677419354837,3.8,33.340160794900235,54.41612903225806,36.196774193548386,98.44059657933005,79.7883354423099,50.80869682335879,15.712735726597133
1994-06-01,2924.646622721354,14.5,20.6,10.4,15.2,3.8,33.281776418395424,54.45,36.2,98.4438786031522,79.7883354423099,50.82024087396835,16.034352669285198
1994-06-30,3082.60009765625,9.86,20.696666666666665,11.753333333333336,14.04,3.8,32.128850875329036,53.435,36.00666666666665,98.58830095280895,79.7883354423099,30.440473488284546,18.923029455547237
1994-07-01,3088.0420315650204,9.7,20.7,11.8,14.0,3.8,32.089094822119854,53.4,36.0,98.5932810338316,79.7883354423099,29.737722888778205,19.0226389999011
1994-07-31,3251.300048828125,2.2483870967741937,30.66774193548387,11.31612903225807,19.806451612903224,3.8,32.1265549528196,53.4,36.967741935483865,98.77913790120176,79.7883354423099,91.67325912874874,20.276605819722747
1994-08-01,3244.041984311996,2.0,31.0,11.3,20.0,3.8,32.12780362384293,53.4,37.0,98.7853331301141,79.7883354423099,93.73777700341442,20.3184047137168
1994-08-31,3026.300048828125,5.870967741935483,31.193548387096772,12.945161290322584,21.354838709677416,3.8,31.925714705524072,52.77096774193547,36.32258064516129,98.99633021671984,79.7883354423099,49.88442399450757,18.791977822013315
1994-09-01,3028.6700439453125,6.0,31.2,13.0,21.4,3.8,31.918978408246776,52.75,36.3,99.00336345294001,79.7883354423099,48.42264556087734,18.7410969256232
1994-09-30,3097.39990234375,-2.603333333333333,31.49,13.386666666666667,21.69,3.8,29.92401649655834,50.62333333333334,33.20666666666667,99.22395924131212,79.7883354423099,41.51033677537488,21.47744646983877
1994-10-01,3096.89990234375,-2.9,31.5,13.4,21.7,3.8,29.855224706500124,50.55,33.1,99.23156599263528,79.7883354423099,41.27198130001272,21.5718033506738
1994-11-01,3081.39990234375,-3.5,23.9,18.8,22.9,3.8,30.031911635767557,50.4,35.4,99.4556993654936,79.7883354423099,42.7714048477749,31.7250474977522
1994-12-01,3065.5,-5.9,24.0,17.5,21.7,3.8,31.43643051331412,50.4,44.5,99.663560826714,79.7883354423099,34.730871106000485,20.788735528301398
1995-01-01,2991.60009765625,-10.7,24.0,20.7,25.7,3.8,30.86587369758061,51.65,38.1,99.8413667140023,79.7883354423099,51.16964185772832,22.142291378695894
1995-02-01,3009.300048828125,-8.1,11.5,17.8,30.0,3.8,30.615666080471225,52.05,41.8,99.9807165081226,79.7883354423099,48.00257066861688,26.6206348315712
1995-03-01,3137.89990234375,0.3,11.1,17.0,29.7,3.8,29.76679990185195,53.40000000000001,39.0,100.08108284033199,79.7883354423099,52.07358803052472,26.101421982747894
1995-03-31,3216.699951171875,-8.990322580645161,10.80967741935484,17.677419354838708,21.861290322580647,3.8,29.35798471288336,53.40000000000001,39.09677419354839,100.14953070482973,79.7883354423099,44.46083803482804,23.199071803840877
1995-04-01,3220.123282877604,-9.3,10.8,17.7,21.6,3.8,29.344357539917738,53.4,39.1,100.151812300313,79.7883354423099,44.207079701638136,23.102326797877307
1995-04-30,3319.39990234375,-8.333333333333334,7.416666666666668,17.99,23.34,3.8,30.538165547648333,53.545,37.553333333333335,100.20015606187813,79.7883354423099,48.02144126008851,23.050508673004565
1995-05-01,3319.245069934476,-8.3,7.3,18.0,23.4,3.8,30.579331341018356,53.55,37.5,100.201823088139,79.7883354423099,48.15297096900058,23.0487218411124
1995-05-31,3314.60009765625,-8.396774193548387,6.816129032258066,18.967741935483872,23.593548387096767,3.8,30.679963857372083,53.40483870967742,28.112903225806452,100.2356327556335,79.7883354423099,45.00560266080706,18.67655322911021
1995-06-01,3319.5567626953125,-8.4,6.8,19.0,23.6,3.8,30.68331827458387,53.4,27.8,100.23675974455,79.7883354423099,44.900690383867286,18.5308142753768
1995-06-30,3463.300048828125,-12.75,6.026666666666666,16.873333333333335,22.63333333333333,3.8,31.082259371590013,51.03166666666666,27.41333333333333,100.2585476731048,79.7883354423099,31.05006965500377,17.18435422282533
1995-07-01,3463.767790763609,-12.9,6.0,16.8,22.6,3.8,31.096015961141948,50.95,27.4,100.259298980986,79.7883354423099,30.57246204366365,17.137924565840798
1995-07-31,3477.800048828125,-13.287096774193552,18.193548387096783,20.47741935483871,20.470967741935485,3.8,32.160636893369386,51.046774193548394,31.948387096774198,100.26409121040727,79.7883354423099,94.72461959120277,11.745321407880766
1995-08-01,3478.780690839214,-13.3,18.6,20.6,20.4,3.8,32.19612425777697,51.05,32.1,100.264250951388,79.7883354423099,96.8630248427874,11.5655679692821
1995-08-31,3508.199951171875,-16.203225806451613,19.470967741935485,20.309677419354838,16.43225806451613,3.8,32.96052685902392,51.291935483870965,32.196774193548386,100.24856769924156,79.7883354423099,47.09417001353133,17.145202689864874
1995-09-01,3508.8966227213546,-16.3,19.5,20.3,16.3,3.8,32.98600694573215,51.3,32.2,100.24804492417,79.7883354423099,45.43520818588945,17.3311905138843
1995-09-30,3529.10009765625,-12.626666666666667,20.273333333333333,20.78333333333333,15.14,3.8,33.02230947679802,52.55666666666667,30.07333333333333,100.21076146941972,79.7883354423099,48.88198603359047,8.288114249737966
1995-10-01,3533.325096130371,-12.5,20.3,20.8,15.1,3.8,33.023561288214076,52.6,30.0,100.209475833049,79.7883354423099,49.00084044213188,7.976284033732918
1995-11-01,3664.300048828125,-15.3,25.1,14.0,17.8,3.8,33.34238642909173,52.5,29.8,100.14710684072399,79.7883354423099,48.589173812637966,11.774940848872399
1995-12-01,3689.300048828125,-20.9,25.8,18.8,14.7,3.8,33.67129797844207,52.7,31.5,100.06440429638901,79.7883354423099,38.51732021991933,14.1910031412933
1996-01-01,3759.300048828125,-14.2,26.5,16.4,10.9,3.8,34.47915528613952,52.15,30.5,99.96923381096458,79.7883354423099,53.96837304503337,7.698236966744468
1996-02-01,3727.60009765625,-13.3,28.5,23.6,9.7,3.8,34.12277169292611,52.15,22.0,99.8700172651787,79.7883354423099,51.48308947796977,7.131645449267862
1996-03-01,3699.699951171875,-15.2,29.4,12.7,12.7,3.8,35.16662194999706,51.95,25.7,99.776835771856,79.7883354423099,53.00143093006488,6.3600020630364416
1996-03-31,3817.89990234375,-17.42580645161291,30.464516129032265,16.183870967741935,11.538709677419355,3.8,35.81814619153713,51.853225806451604,25.31290322580645,99.69876995771818,79.7883354423099,56.0435683627877,5.587051475781137
1996-04-01,3815.563240559896,-17.5,30.5,16.3,11.5,3.8,35.839863666255134,51.85,25.3,99.69616776391359,79.7883354423099,56.14497294387846,5.56128645620596
1996-04-30,3747.800048828125,-1.8400000000000003,31.466666666666665,19.683333333333334,6.763333333333334,3.8,35.40146154129741,51.995,26.36333333333333,99.63337347014355,79.7883354423099,52.36908631404326,6.862351141436995
1996-05-01,3746.6129504788305,-1.3,31.5,19.8,6.6,3.8,35.38634422664371,52.0,26.4,99.63120814966871,79.7883354423099,52.23888332680757,6.90721544092772
1996-05-31,3711.0,0.6354838709677418,31.403225806451612,10.993548387096775,6.4064516129032265,3.8,34.403870569810586,51.95161290322582,23.206451612903226,99.58604535442144,79.7883354423099,48.382300689662245,5.704316199557788
