,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value
SUBJECT,BCBUTE02,BCCI,BCCICP02,BCEMFT02,BCOBLV02,BCSPFT02,BRBUFT02,BRBUTE02,BRCI,BRCICP02,BREMFT02,BRODFT02,BRVSLV02,BSCI,BSCICP02,BSEMFT02,BSFGLV02,BSOBLV02,BSPRFT02,BSPRTE02,BSSPFT02,BSXRLV02,BVBUTE02,BVCI,BVCICP02,BVDEFT02,BVDETE02,BVEMFT02,BVEMTE02,CCEUSP01,CCRETT01,CCUSMA02,CCUSSP01,CP010000,CP020000,CP030000,CP040000,CP040100,CP040200,CP040300,CP040400,CP040500,CP050000,CP060000,CP070000,CP070200,CP080000,CP090000,CP100000,CP110000,CP120000,CPALTT01,CPGREN01,CPGRGO01,CPGRHO01,CPGRHO02,CPGRLE01,CPGRLH01,CPGRLH02,CPGRSE01,CPHP0100,CPHP0200,CPHP0300,CPHP0400,CPHP0401,CPHP0403,CPHP0404,CPHP0405,CPHP0500,CPHP0600,CPHP0700,CPHP0702,CPHP0800,CPHP0900,CPHP1000,CPHP1100,CPHP1200,CPHPEN01,CPHPLA01,CPHPSE01,CPHPTT01,CSCICP02,CSESFT,CSESFT02,CSINFT,CSINFT02,FTSE,IR3TIB01,IRLTLT01,IRSTCI01,LCEAMN01,LCEAMN02,LCEAPR02,LCEATT02,LFHU24FE,LFHU24MA,LFHU24TT,LFHUADFE,LFHUADMA,LFHUADTT,LFHUTTFE,LFHUTTMA,LFHUTTTT,LMJVTTUV,LMUNRLTT,LMUNRRTT,LOCOBPNO,LOCOBPOR,LOCOCINO,LOCOCIOR,LOCOS3NO,LOCOS3OR,LOCOSPNO,LOCOSPOR,LOCOSTNO,LOCOSTOR,LOCOVRNO,LOLITOAA,LOLITONO,LOLITOTR,LORSGPNO,LORSGPRT,LORSGPTD,LRHU24FE,LRHU24MA,LRHU24TT,LRHUADFE,LRHUADMA,LRHUADTT,LRHUTTFE,LRHUTTMA,LRHUTTTT,MABMM301,MANMM101,PIEAEN01,PIEAEN02,PIEAFD01,PIEAFD02,PIEAMI01,PIEAMI02,PIEAMP01,PIEAMP02,PIEATI01,PIEATI02,PITGCD01,PITGCD02,PITGCG01,PITGCG02,PITGIG01,PITGIG02,PITGND01,PITGND02,PITGVG01,PITGVG02,PRCNTO01,PREND401,PRINTO01,PRMITO01,PRMNCG01,PRMNCG02,PRMNCG03,PRMNIG01,PRMNTO01,PRMNVG01,SLRTCR03,SLRTTO01,SLRTTO02,SPASTT01,XTEXVA01,XTIMVA01
TIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-01,-7.7,-6.4,-6.4,4.5,-17.3,29.9,29.8,38.1,16.2,16.2,5.8,21.6,19.3,5.2,5.2,3.5,6.6,-6.3,28.6,3.3,21.0,-9.5,-7.5,-1.0,-1.0,3.8,0.6,21.8,9.4,1.17302052785924,84.5611708050423,48.636777993654476,1.2452,47.5,51.800000000000004,52.300000000000004,52.1,51.6,52.98968253968254,48.35,51.25,48.050000000000004,50.8,52.199999999999996,51.75,55.5,53.199999999999996,51.0,56.1,53.0,51.35,51.65,51.8,50.1,52.145273631840794,50.76419188404245,52.050000000000004,51.94717097733468,52.10431163614525,52.75,47.6,51.75,52.300000000000004,50.35,51.6,48.35,51.300000000000004,47.800000000000004,50.8,52.199999999999996,51.6,55.5,53.199999999999996,50.95,56.1,53.05,51.449999999999996,51.7,51.65,52.5,51.300000000000004,-6.1,-21.8,-21.8,38.7,38.7,6783.79,0.39773000000000003,1.3818,0.2108,68.42248025645564,101.67218192314499,101.78857794252835,101.8396351879625,205.0,332.0,537.5,480.0,504.5,984.0,685.0,836.5,1521.5,754000.0,771.4000000000001,2.2,100.420774849487,28.6,99.980285073538,-6.1,99.3004679286107,3.8,99.630310122831,87.1721975,98.4887156872177,0.39773000000000003,100.953540649742,100.50809934884899,100.46761718492701,52.3348671759324,100.376270412243,100.407796302153,102.12532720162201,9.600000000000001,14.55,12.15,3.55,3.3,3.45,4.4,4.75,4.6,657157.0852867389,535847.9945880163,57.92302670066985,61.99494424398095,53.074033976540555,50.46331874864371,65.40711962603135,65.40711962603135,56.80441257097848,53.11529043783743,57.12249801820662,53.863532207611456,56.23563682827842,51.286234276449946,56.165385490987944,50.79636546172362,56.69464476932438,51.84009552964868,56.08533576510144,50.81864264616776,58.074743292134684,54.00051488126416,54.926000094614764,113.390550787434,71.04290584348415,100.35836319693325,,105.84070796460199,103.4292866082605,101.47382135005296,69.60993653665682,105.13982724707049,63.089381997574485,56.55285898931035,112.4947489896335,55.51670027970393,-6.645110136392891,-5.701433622119
2016-12-01,-2.4,-9.5,-9.5,0.7,-19.6,29.1,14.2,23.8,7.2,7.2,13.3,2.6,16.4,3.7,3.7,1.0,10.1,-5.9,27.2,15.1,22.3,-16.2,2.9,11.0,11.0,18.1,11.9,9.7,5.8,1.1679514132212099,86.46109833790442,47.8236854310216,1.2302,48.400000000000006,51.9,51.95,52.25,51.65,53.13795837462834,49.15,51.25,48.55,51.099999999999994,52.35,53.599999999999994,56.55,52.5,51.050000000000004,56.1,53.15,51.25,52.0,52.55,50.35,52.294035785288266,51.00564314849261,52.3,52.36253321930378,52.509061176408686,53.15,48.400000000000006,51.85,51.95,50.550000000000004,51.65,49.15,51.300000000000004,48.2,51.15,52.300000000000004,53.7,56.55,52.45,51.050000000000004,56.1,53.15,51.25,52.35,51.900000000000006,52.849999999999994,51.75,-5.1,-19.3,-19.3,38.9,38.9,7142.83,0.37226,1.4336,0.2125,69.3017807040527,103.3797875423935,103.0898476615965,102.90907267723,197.5,318.0,516.0,475.5,513.5,989.0,673.0,831.5,1505.0,752000.0,764.0,2.2,100.655760071548,27.2,99.94598222155349,-5.1,99.42707791528142,18.1,99.72178097403541,89.09704121,98.2324104050783,0.37226,100.871808901449,100.65801717557301,100.60559050109501,52.6140426163071,100.389432825363,100.422091595235,102.290379517249,9.45,13.95,11.8,3.55,3.3499999999999996,3.45,4.300000000000001,4.75,4.55,658694.8845784138,540399.4628137193,68.8994357103365,74.7876188809149,53.25908610217183,50.73459895346171,87.03586761794506,87.03586761794506,56.74992431123239,54.098720914378646,57.68622740649941,55.99275867068559,55.54311695004957,51.77743812842118,55.53079267594551,51.11996390782873,56.07116311695059,52.126440087615954,55.54500360713611,51.0486251185169,57.12792954172246,54.00051488126416,56.479103029381236,116.0903258061825,70.75154408449102,101.05842153512774,,105.89127686472798,103.229036295369,93.168308769644,69.08388260844232,107.6028393055675,62.54171590574769,54.933896890302314,120.06808206544551,59.3366862438002,-0.987723592186652,2.5850097529256804
2017-01-01,-11.6,-8.9,-8.9,0.6,-18.3,44.5,12.6,13.1,1.6,1.6,11.0,-0.1,21.0,6.7,6.7,-1.5,7.7,4.4,23.3,14.6,25.2,-3.8,-12.3,-1.3,-1.3,5.5,3.0,3.2,7.0,1.16130530716525,84.60945257796709,47.044610896682094,1.24615,48.85,53.1,49.2,52.4,51.9,53.184584980237155,49.550000000000004,51.25,48.800000000000004,49.75,52.5,54.05,61.75,52.65,50.75,56.1,53.2,51.199999999999996,51.85,55.0,50.349999999999994,52.39206349206349,51.2797589248119,51.949999999999996,53.54100481822525,53.66587104602136,52.95,48.8,53.0,49.15,50.699999999999996,51.9,49.5,51.300000000000004,48.35,49.8,52.55,54.35,61.75,52.599999999999994,50.650000000000006,56.1,53.2,51.199999999999996,54.800000000000004,51.400000000000006,52.6,51.6,-5.7,-21.9,-21.9,41.7,41.7,7099.15,0.3621,1.4203,0.2135,68.57027639714705,102.02686137711001,103.35070671546899,103.0717551267045,210.0,315.0,525.0,468.0,525.0,993.0,678.0,840.0,1517.5,765000.0,768.9,2.1500000000000004,100.809138504838,23.3,99.8945109756777,-5.7,99.5262186981859,5.5,99.8343893991164,91.39057389,97.9865408759451,0.3621,100.73055126079399,100.76370062257601,100.702853755009,52.863744583673196,100.38732794051,100.41980540766899,102.454768988244,10.15,13.899999999999999,12.100000000000001,3.45,3.45,3.45,4.4,4.8,4.6,662709.3354158638,538715.4347038056,77.2686483414035,84.88582683469726,53.567593159601735,51.22818147837574,98.82414859075374,98.82414859075374,57.513652521788934,55.42010007554413,58.73564282591348,57.699362302992746,55.81330774614795,52.80791707094914,55.59413989378645,51.48901487099592,56.588405991879924,52.73588666309753,55.6072920990171,51.32371211974722,57.37426474666533,54.44603020386424,58.74685090330275,114.7904341304895,69.18372268020842,101.8084840403365,,98.7104930467761,95.66958698372966,96.1973780636756,67.172160007269,103.03600444710514,60.828541572591575,54.14109445948742,99.4287866423953,65.3479946537302,1.8054993150191398,1.3586673965971001
2017-02-01,-14.6,-8.1,-8.1,2.6,-18.8,32.2,13.3,24.5,4.8,4.8,7.0,-0.1,23.3,9.2,9.2,11.5,6.8,4.5,29.8,12.6,27.0,-14.0,-7.8,3.0,3.0,7.0,9.8,12.4,14.8,1.1721955222131102,85.3203690475571,45.85489083693253,1.244,49.6,53.2,49.75,52.4,51.95,53.23331688055283,49.05,51.25,48.949999999999996,51.25,52.9,55.3,63.650000000000006,53.15,51.3,56.1,53.65,51.5,52.35,55.949999999999996,51.2,52.39206349206349,51.238825282515705,52.4,53.8705063720059,53.999491350942584,53.199999999999996,49.550000000000004,53.15,49.7,50.800000000000004,51.95,49.05,51.300000000000004,48.55,51.3,52.9,55.550000000000004,63.650000000000006,53.15,51.25,56.1,53.7,51.5,55.8,52.0,53.0,52.199999999999996,-6.6,-19.4,-19.4,42.3,42.3,7263.44,0.35674,1.3058,0.2106,69.40970319920338,102.8004522347025,105.531795844217,104.85570463415151,218.0,314.5,532.5,446.5,534.5,981.0,665.0,849.0,1513.5,774000.0,780.6500000000001,2.2,100.897564309836,29.8,99.8310576643124,-6.6,99.6386133210353,7.0,99.95012292189291,91.5102781,97.74061190381599,0.35674,100.534677827971,100.840298804092,100.77334907465901,53.09400960793399,100.371246429678,100.402340445436,102.61850710465,10.45,13.95,12.3,3.3,3.45,3.3499999999999996,4.3,4.85,4.55,671070.1694453896,542848.4239365816,79.9176218649403,84.98663496755114,53.69604725124924,51.675211261924225,98.53422339267999,98.53422339267999,57.405536289324004,55.754541177877414,58.6231057553416,57.899546991288304,55.580790515225964,52.6134881609073,55.39240660808055,51.71856459678037,56.469484769657,53.3024448616075,55.30650761253033,51.59663645742876,56.78891040733144,54.49025017480873,57.80978739596667,110.1408215982,68.41310827133886,96.40803400283355,,99.36788874841955,93.16645807259074,96.83250549629508,67.14317845896784,105.39639100316401,48.13039881864828,54.9650321719996,101.18849075097906,66.44497701894255,3.1762363952430297,-0.8953715281770301
2017-03-01,2.9,6.0,6.0,12.5,-0.6,39.6,28.4,20.7,11.5,11.5,5.6,16.3,14.5,8.9,8.9,12.1,9.0,6.8,28.8,26.7,27.7,6.4,-5.9,4.5,4.5,14.5,4.8,14.5,2.0,1.16890707188778,84.28484772476729,46.640530362347306,1.24525,50.3,55.050000000000004,51.3,52.45,51.95,53.23152709359606,49.55,51.25,49.699999999999996,51.599999999999994,52.8,53.95,62.099999999999994,53.55,51.5,56.1,53.650000000000006,52.15,52.5,55.65,51.85,52.441080277502486,51.32941119175749,52.45,53.58171447965964,53.70598565065863,53.0,50.25,55.050000000000004,51.25,51.05,51.95,49.5,51.300000000000004,49.35,51.65,52.85,54.2,62.099999999999994,53.5,51.449999999999996,56.1,53.650000000000006,52.199999999999996,55.5,52.15,52.75,52.4,-6.3,-20.3,-20.3,41.3,41.3,7322.92,0.34567,1.194,0.2095,72.30763060831032,107.9554370573105,111.390804068123,109.8504764195575,218.5,300.5,519.0,446.0,517.5,963.5,664.0,818.0,1483.0,794000.0,797.8499999999999,2.3,100.926674934508,28.8,99.76375443308359,-6.3,99.7602037207221,14.5,100.057803510497,93.15860509,97.4906543316119,0.34567,100.295180307295,100.89122132715,100.820214411007,53.29704021924725,100.34511030734501,100.373962378743,102.781609007906,10.5,13.45,12.0,3.3,3.3499999999999996,3.3499999999999996,4.25,4.6,4.45,677970.9320277811,549466.9948910105,71.54167555391474,74.49432666467615,54.368369025055884,52.11448509240882,80.05453717713286,80.05453717713286,57.73288622530155,55.58311241831248,58.32405939929343,56.72426667070353,55.141865333530816,52.6115313649873,55.847808190985795,52.078820844622,57.06533563736021,53.442109026297885,55.950180290449765,52.046108925860004,57.305256789793034,54.85294466852235,59.33973803781532,104.54128822598139,72.41965733861427,102.50854237853164,,108.01517067003809,102.22778473091384,104.60060255679478,72.5862636388953,114.530060720089,122.16027576162372,54.503834021970675,102.53738477955405,65.60158436125866,1.74529991896162,2.16450413117956
2017-04-01,4.6,0.6,0.6,16.8,-15.7,33.1,26.9,20.4,9.0,9.0,-6.2,11.9,20.3,5.6,5.6,2.7,2.2,5.6,13.5,21.9,28.8,-4.4,-3.0,8.5,8.5,15.7,12.8,13.6,12.0,1.18385225523855,86.2023437692587,44.96993349522771,1.29415,50.55,55.0,52.550000000000004,52.800000000000004,51.9,53.17966601178781,49.6,52.4,50.949999999999996,51.45,53.35,55.65,58.5,52.5,51.3,56.1,54.05,52.050000000000004,52.9,54.65,51.75,52.786956521739135,51.292544270585765,53.0,54.479627132278296,54.644426009555175,53.8,50.5,55.0,52.550000000000004,51.5,51.9,49.550000000000004,52.35,50.699999999999996,51.45,53.449999999999996,55.85,58.5,52.5,51.25,56.1,54.05,52.1,54.55,52.699999999999996,53.699999999999996,52.800000000000004,-6.3,-20.7,-20.7,38.7,38.7,7203.94,0.33513000000000004,1.0789,0.2114,70.19993739515391,104.5082658140735,104.5562133443965,104.14316460966648,198.0,293.0,491.0,438.5,500.0,938.5,637.0,793.0,1430.0,787000.0,804.55,2.3,100.938087289903,13.5,99.6898881243652,-6.3,99.850547458946,15.7,100.146351417187,92.52536981,97.24851472448341,0.33513000000000004,100.039452020265,100.91720808850701,100.84413071048401,53.468068465480506,100.315406971269,100.34172084194401,102.944093375818,9.75,13.2,11.55,3.25,3.25,3.2,4.1,4.5,4.300000000000001,682583.1087406774,553379.3888084836,67.88837501305666,71.55250747020929,54.361657391884236,52.42431141132589,78.525393298268,78.525393298268,56.86476182270541,55.31928400453094,57.43762001008063,56.54299120797135,55.669850389063654,54.23345738827681,55.559737735342814,52.39745315589959,56.45323327301448,53.72117876497006,55.51986196723012,52.2714857199909,56.44720626011556,54.89705070190155,58.03106472602396,98.241813182235,65.52114676176261,98.70822568547375,,96.23261694058145,94.81852315394241,96.392801889097,65.16534117445845,101.49662191054455,47.644402944600266,55.62874584628841,106.4736870059825,63.07627279057031,-1.2015280820137701,-4.79776142594278
2017-05-01,2.3,-11.9,-11.9,-0.3,-23.5,32.5,-1.1,22.3,3.9,3.9,-5.1,-5.2,9.4,9.8,9.8,11.1,6.8,12.0,24.1,26.8,26.3,5.0,-12.1,0.0,0.0,14.9,-2.7,13.7,0.3,1.1445576284765901,86.8049070747501,43.77902950539715,1.28385,50.849999999999994,55.7,53.15,52.95,51.849999999999994,53.12840352595496,49.9,52.4,52.8,52.35,53.55,54.4,55.95,52.7,52.4,56.1,54.349999999999994,52.15,53.1,54.5,52.35,52.984122287968454,51.34502260293102,53.2,54.34304194749496,54.52272438618685,53.75,50.849999999999994,55.7,53.15,52.05,51.849999999999994,49.9,52.35,52.65,52.400000000000006,53.650000000000006,54.65,55.95,52.650000000000006,52.4,56.1,54.349999999999994,52.15,54.4,53.0,53.65,53.1,-5.9,-22.1,-22.1,40.0,40.0,7519.95,0.31081,1.1175,0.2126,68.95619134859824,103.0262518690995,104.068052305006,103.91661030383351,212.0,291.5,504.0,440.0,498.0,937.5,652.0,789.5,1441.5,786000.0,802.05,2.3,101.000635954711,24.1,99.6075685112018,-5.9,99.8923377874206,14.9,100.211714403122,95.34320694,97.04437066727542,0.31081,99.828319293784,100.937521086936,100.862825296817,53.61407506654886,100.28830399788201,100.312310909495,103.105981892614,10.45,13.05,11.85,3.2,3.2,3.2,4.15,4.45,4.35,682115.6312838312,554382.0428613478,63.24547714550805,62.830067524181096,55.71478549308712,53.78383061895789,64.67440986660695,64.67440986660695,56.970424562892475,54.92401114640926,57.182563787943444,55.47072858088533,55.52630502125848,54.179331453235505,56.41995736347628,53.32711825164678,56.605952364551165,53.85666548727084,56.52253314792027,53.24213007110753,56.31344776081641,54.98842443944675,57.679892957576186,97.19190067494375,68.50745381610078,101.70847570630875,,101.79519595448801,100.0250312891116,101.13182965556555,68.43636869952647,106.1660822714445,55.35374139466935,53.31921151751025,105.387560778936,66.33284284924095,3.1775107317950697,3.35468336602414
2017-06-01,4.3,-2.2,-2.2,4.7,-9.1,36.9,4.7,1.2,-4.9,-4.9,-15.2,8.8,20.7,12.9,12.9,8.3,1.3,14.5,25.7,17.1,29.5,10.0,-9.5,-2.3,-2.3,5.2,-2.7,19.4,8.0,1.1372682815876298,84.9337050601908,43.595056511613954,1.29785,50.95,55.699999999999996,52.4,52.9,51.8,53.07847358121331,49.449999999999996,52.4,52.550000000000004,53.0,53.65,53.95,53.699999999999996,53.05,52.0,56.1,54.6,52.25,53.05,53.25,51.949999999999996,52.88346456692914,51.1930985811867,53.2,54.406138404725795,54.59129909108188,53.8,50.85,55.699999999999996,52.4,52.0,51.8,49.449999999999996,52.35,52.5,53.0,53.7,54.15,53.699999999999996,53.05,51.9,56.1,54.6,52.2,53.25,52.9,53.75,52.949999999999996,-8.6,-24.5,-24.5,41.7,41.7,7312.72,0.29441999999999996,1.0846,0.2121,69.7917121777012,104.121886305521,105.56663036714,105.15016441980751,221.5,301.5,523.5,437.5,490.5,927.5,659.0,792.0,1451.0,782000.0,799.3,2.2,101.088365319676,25.7,99.52173430268681,-8.6,99.8989932314234,5.2,100.245848561875,94.20122876,96.92870475679821,0.29441999999999996,99.6778390641855,100.93950970350001,100.864655472907,53.71393694682405,100.267071520014,100.28927718086099,103.267298719545,10.7,13.5,12.15,3.2,3.2,3.2,4.2,4.5,4.35,684488.224406186,556028.1694471088,56.807169825311554,55.82252779027189,55.801318872632066,53.698273556292456,56.407600504594406,56.407600504594406,56.736513085660256,54.186119122191556,56.589480457260635,54.36085818043514,55.460226964218045,54.32171891048772,56.639836143628585,53.28277024438828,56.73823159594284,53.85293787757548,56.79116295594817,53.198075580167604,56.58151077145473,54.79478827136584,57.84371598940717,95.59203399716675,69.71943437335428,101.20843403616975,,108.87484197218751,101.3767209011266,101.96238091360655,70.37565523695676,110.8868553835625,66.4218880576471,54.69930036103296,106.111548359995,67.02395982569544,0.507736110033425,0.515490004393836
2017-07-01,-2.8,-11.6,-11.6,0.6,-23.8,40.3,26.8,21.4,9.8,9.8,-2.8,19.9,18.8,16.2,16.2,12.2,-5.0,12.8,30.7,25.6,17.9,4.4,-8.9,3.8,3.8,13.9,6.4,25.1,17.2,1.11831804965332,84.63849229556041,39.83248934161045,1.3124,51.0,55.849999999999994,51.15,53.050000000000004,51.85,53.1765625,49.25,52.4,53.4,52.65,53.949999999999996,54.25,52.0,52.5,51.9,56.1,54.65,52.300000000000004,53.05,52.9,51.7,53.03161258603737,51.166374095050514,53.150000000000006,54.6601331394708,54.86406250369438,54.0,51.0,55.849999999999994,51.15,52.25,51.85,49.2,52.35,53.349999999999994,52.75,54.050000000000004,54.4,52.0,52.5,51.75,56.1,54.65,52.300000000000004,52.849999999999994,52.900000000000006,54.15,52.9,-7.1,-24.0,-24.0,36.6,36.6,7372.0,0.2931,1.2713,0.2124,70.10854514474214,104.1546261607175,104.16589966312699,103.949128866513,235.5,316.0,551.5,434.5,463.5,898.0,670.0,779.5,1449.5,791000.0,797.65,2.2,101.16254093574699,30.7,99.4592366330142,-7.1,99.9085979324806,13.9,100.256391813234,93.45068336,96.9530301110902,0.2931,99.5821482175426,100.917226744261,100.84414787986499,53.74795881039809,100.24936780370899,100.270075618782,103.42806996598101,11.2,14.1,12.7,3.2,3.0,3.1,4.25,4.4,4.35,685698.3660717728,555239.6240054028,55.849373169474006,55.529076498352566,55.74284271722068,54.30040629761308,57.0166063096504,57.0166063096504,55.766209541605946,54.37302490619848,55.655623149878096,54.35210323507178,54.3438711935573,54.41967357613118,56.10030653066195,53.751547746419405,55.76227019069705,54.037363634657495,56.29726129076052,53.71209232561068,55.108255745198406,54.37663713444109,56.956954789537704,92.8922589784183,67.49326929876845,99.55829652471029,,98.00252844500639,96.42052565707135,98.44475205602146,67.77405543428459,106.57658428119399,52.72753636830887,53.78028881702142,107.1475545984365,61.6322761691692,10.2974016540901,8.31283303062837
2017-08-01,8.6,-16.0,-16.0,-8.4,-23.5,29.5,7.7,0.7,-4.2,-4.2,-15.4,-13.2,21.0,12.3,12.3,14.7,5.3,11.9,30.4,27.5,27.2,5.6,-9.5,4.1,4.1,14.5,7.5,31.6,18.0,1.0873110796999,83.14335830512529,39.954996715641734,1.2876,50.85,55.6,53.05,53.15,51.85,53.225024342745854,48.800000000000004,52.4,53.6,53.85,53.9,54.85,54.4,54.1,52.150000000000006,56.1,54.85,52.5,53.35,54.15,52.199999999999996,53.129489695780165,51.05217521286459,53.55,54.92138706908236,55.1482596145299,54.25,50.75,55.6,53.05,52.300000000000004,51.85,48.75,52.35,53.5,53.85,54.0,55.0,54.4,54.050000000000004,52.05,56.1,54.9,52.45,54.050000000000004,53.4,54.5,53.35,-8.1,-27.9,-27.9,37.9,37.9,7430.62,0.28119,1.1241,0.2132,69.44174299614392,103.2204034389395,103.84095202284001,103.75518275943651,231.0,309.5,541.0,436.5,456.0,892.5,668.0,765.0,1433.5,798000.0,799.5,2.2,101.179819080544,30.4,99.41958369808951,-8.1,99.90378895197149,14.5,100.255590587557,93.83253979,97.1527901205394,0.28119,99.5334264507374,100.847372149417,100.779858860268,53.67610072482376,100.229831363316,100.24889053954,103.588323826917,11.05,14.0,12.55,3.25,2.95,3.1,4.300000000000001,4.35,4.300000000000001,693963.7687622188,561641.928985589,61.391019135308255,60.93088146090715,55.91656376845046,54.33741395989582,63.99868545101785,63.99868545101785,56.63776495307624,54.990414874372306,56.736115232214814,55.377401141572285,55.87126908783719,54.56500303858529,56.55920201265146,53.93184252091709,56.39922275507724,54.2216269671744,56.66268011222732,53.843201925552464,55.530590584938565,54.46617800741155,58.43456983976185,92.89225897841871,67.59388068671068,94.80790065838819,,103.00884955752201,100.2252816020023,99.17759140135169,68.13739464006044,103.4465064568546,40.662823581468636,55.05309759430987,106.67764349140249,60.46981146271594,10.222314355202801,7.788177750723981
2017-09-01,13.1,-6.5,-6.5,5.9,-19.0,31.8,12.8,17.8,4.0,4.0,-20.0,4.4,18.5,10.3,10.3,15.4,5.0,10.5,25.4,18.1,26.3,12.0,-11.1,0.5,0.5,8.7,3.9,14.4,8.4,1.1340440009072401,84.95619298246841,38.03638506728256,1.3384,51.699999999999996,55.6,54.35,53.2,51.85,53.3727626459144,49.45,52.4,53.6,53.85,53.800000000000004,54.55,56.0,53.8,52.9,55.85,54.849999999999994,52.25,53.55,54.9,52.800000000000004,53.17843137254902,51.26726286430037,53.6,54.75444737914444,54.96335737346641,54.1,51.6,55.6,54.35,52.25,51.85,49.45,52.35,53.5,53.85,53.900000000000006,54.75,56.0,53.8,52.75,55.85,54.849999999999994,52.2,54.9,53.449999999999996,54.15,53.55,-8.3,-26.4,-26.4,38.2,38.2,7372.76,0.30911,1.2436,0.2123,69.8486100559424,103.800518597088,104.46004684755,104.27485230976998,227.0,307.0,534.0,433.5,462.0,895.5,660.5,768.5,1429.0,801000.0,797.3,2.2,101.12874293969999,25.4,99.411783894416,-8.3,99.89002204928958,8.7,100.25417791267999,91.88375524,97.54050726346159,0.30911,99.52126832850858,100.72762451096202,100.66965196131599,53.51971419303574,100.202451264797,100.21920742457701,103.748090725273,10.9,13.95,12.45,3.1500000000000004,3.0,3.1,4.199999999999999,4.35,4.300000000000001,696385.4640110808,563481.9212301786,66.07432761229096,64.9470470339219,55.586265037899835,54.275303236197345,68.74070810347165,68.74070810347165,56.53797464020265,55.40798952430488,56.879390589563684,56.14360958150134,55.10834349334802,54.710241556210214,56.09371292865237,53.87585800855234,56.153696950354444,54.45447223071171,56.14934353591327,53.87890403108801,54.69008145638588,54.32998038516461,57.81720920815664,97.291892342305,70.65724881995968,98.7082256854737,,111.50442477876099,100.12515644555674,101.962380913606,71.34067704190609,114.068245959121,93.41600577472134,54.49417449363585,106.729212034591,59.431689728091065,17.04390443891,6.8058629442721905
2017-10-01,15.5,10.7,10.7,19.8,1.7,38.6,0.9,-2.4,-5.0,-5.0,-26.7,-6.5,13.6,10.5,10.5,18.2,5.3,10.6,26.2,21.8,26.8,13.7,-2.0,4.8,4.8,10.5,5.8,22.1,6.0,1.13830392714855,85.225132465627,36.64621386713687,1.3219,52.349999999999994,55.55,54.35,53.15,51.75,53.17519379844961,49.95,52.4,54.55,53.199999999999996,54.35,54.35,54.45,53.6,53.300000000000004,56.85,54.8,51.7,53.6,54.599999999999994,53.05,53.12751710654936,51.283904789584966,53.6,54.65086033304913,54.85163897192028,54.0,52.3,55.55,54.35,52.55,51.75,49.95,52.35,54.55,53.199999999999996,54.400000000000006,54.6,54.45,53.550000000000004,53.199999999999996,56.85,54.8,51.7,54.65,53.45,54.0,53.6,-7.4,-25.0,-25.0,35.8,35.8,7493.08,0.38187,1.3816,0.21100000000000002,70.59569629283942,104.348777730558,104.1341579249495,103.9824541538855,225.5,296.0,522.5,433.5,456.0,890.0,659.5,752.5,1412.0,811000.0,796.9,2.2,101.027946313087,26.2,99.43746838650429,-7.4,99.90518360838101,10.5,100.265633098788,93.02333933,98.07087321671179,0.38187,99.53790624540208,100.58556805604601,100.538913672241,53.344070053295326,100.163098552595,100.17656003941,103.907403458789,10.899999999999999,13.25,12.15,3.2,2.95,3.05,4.2,4.25,4.2,699992.0910337203,563591.1155018872,62.7528248716084,62.05159041097462,55.15246369521464,54.4840179451141,64.97853256582223,64.97853256582223,55.56265013739195,55.003106925629666,55.83679542861866,55.613823744077486,54.310294418618454,54.36632507769037,55.26207287460343,54.049024980994425,55.51340613154012,54.34756572162605,55.40806779196852,54.05063342018074,53.75063213858606,54.01268964445738,56.09113621223508,97.24189650862411,71.60978179184502,105.5587965663805,,108.470290771176,101.77722152690875,103.428059604267,72.29477468528094,112.06704866159201,50.739030819757765,53.85790736469989,109.683973674935,60.46926708584486,15.3883581677043,17.03481388619
