TIME,Cur. Construction Activity,Pred. Retail Activity,Pred. Retail Volume,Pred. Manufacturing Sell Price,GBP:USD Exchange Rate,CPI - Communications Industry,Fut. Overall Sentiment,Vehicle Registrations,Export Volume,FTSE90SMA
2016-06-30,1.202593198179892,-0.9150661577827836,-0.6239732256983141,0.21292177304838208,2.0823314359065925,0.7529083897524266,0.24171089015058167,0.3478855957720715,-0.8865539383228501,0.30046570600911177
2016-07-01,1.231943428149923,-0.934163057618818,-0.6463661395336417,0.22879482291139208,2.115250726183073,0.753791785084821,0.27739755527950244,0.33135142672800894,-0.8751193862087343,0.3039414608180744
2016-07-31,-0.7698234085157755,-0.6542586065300556,0.7003044851254708,0.5240143490933834,2.1625996918863692,0.8221836817864833,-0.32629355408958777,-0.5819932005640915,-1.264633468145746,0.3074927741461789
2016-08-01,-0.8365489697379656,-0.6449284581604302,0.7451935059474407,0.5338549999661164,2.1641779907431444,0.8244634116765417,-0.3464165910685577,-0.6124380214738282,-1.2776172708769797,0.31029906513867445
2016-08-31,0.5430470933694753,-0.07973677807735234,0.48205097009451203,0.33224166501256136,2.0189821488766255,0.7646205020625847,-0.48510238646416015,2.5998739051545496,-1.1868161588943453,0.3133373408635227
2016-09-01,0.58903362880639,-0.060897055407916456,0.4732795522327466,0.3255212205141096,2.014142287481077,0.7626257384087867,-0.4897252463106799,2.706950969375497,-1.1837894551615906,0.3170864011947658
2016-09-30,0.9538150584339162,-0.23833135776796588,0.736129707490284,0.6491826278770486,2.8696756621897475,0.7284677855561206,-0.5141720169108059,0.47920382004530565,-1.1384605097168206,0.3209326984064676
2016-10-01,0.9663937284210723,-0.2444497819872779,0.7451935059474407,0.6603433660619775,2.899176813041771,0.7272899251129263,-0.5150150090004658,0.40238495282702463,-1.136897442632518,0.32478782159258845
2016-11-01,-0.16568657042297466,0.778995723788556,0.3133301676946911,1.1439753540755646,2.7109777775920105,0.6919541118170672,1.2215486956981885,0.35115236771459246,-0.9017244478312532,0.3277893201974599
2016-12-01,0.2046853791988432,-0.0887080745866076,-0.1505230474656701,1.2407017516782823,2.5722218583605247,0.5682787652815571,1.238408537491379,0.3209932557746686,-0.43660090852057043,0.3308563735936794
2017-01-01,-0.43822442014468965,-0.1777033359584192,0.5852441214093853,1.456476023253575,2.43927118566949,0.5947806252534518,1.4744463225960507,0.22665143462244597,-0.2069553443485865,0.3332817194882309
2017-02-01,-0.6478689199306242,-0.13876790910825157,0.953127705846913,1.5904048814727219,2.2362430089215195,0.6831201584931015,1.5250258479756227,-0.472615353043548,-0.09425983075122454,0.33570578946148255
2017-03-01,0.5750573288206611,0.7011248700882207,-0.4544268780879753,1.6424883263357237,2.370314010850895,0.753791785084821,1.4407266390096687,3.604093756652638,-0.211904653705451,0.33824512714300753
2017-03-31,0.6900236674129477,0.6203832015049238,0.4433535383514323,1.7216935650674778,2.0944196944505227,0.574263056242951,1.2286189519340416,-0.3670083138836368,-0.4463636031965217,0.34057127212744237
2017-04-01,0.6938558786993573,0.6176918125521472,0.4732795522327466,1.7243337396918694,2.0852232172371785,0.5682787652815571,1.2215486956981885,-0.4993783829015131,-0.45417890151289075,0.34301817095571985
2017-04-30,0.5384860105246703,-0.8878113589876662,-1.2120537961832314,1.544521846712459,1.888767340946014,0.6024367181342233,1.3274847016320697,-0.08898858893280022,-0.10615585552202952,0.34602372855923286
2017-05-01,0.5331284288634741,-0.9397252614545563,-1.2701687392320582,1.5383214366097204,1.8819930003842513,0.6036145785774175,1.3311376673539286,-0.07483721672698322,-0.09415506083268949,0.34908425016196015
2017-05-31,0.6683829448543998,-0.6275241429324752,0.47895517555506517,1.7687366765566401,1.8516103842337395,0.6634574881913733,1.4698234627495306,0.5150067785017607,-0.3065707678196489,0.35177918960244425
2017-06-01,0.6728914287207638,-0.6171174389817391,0.5372593060479686,1.7764171845548709,1.8505976303620537,0.6654522518451713,1.4744463225960507,0.5346682450093865,-0.3136512913858809,0.3544698072707546
2017-06-30,0.19327140087716455,0.5711547071264705,0.24348560311307343,0.9420900011304056,1.2299107934722293,0.5715178815003438,1.058851222393897,-0.19432065653147704,0.4643799996660908,0.3572993304711734
2017-07-01,0.17673277922738526,0.6121296087164091,0.23335547542566337,0.9133200982537,1.2085077990967206,0.5682787652815571,1.0445203568696848,-0.21945820486047196,0.49120866487477927,0.36116795620523273
2017-07-31,0.947683520375661,-0.41598097124423733,0.5738928747647497,1.5829643893494358,1.2287395431383827,0.8418463520882178,1.150574200407498,-0.8624112310686196,0.48523448205467207,0.365150715587719
2017-08-01,0.9733818784139368,-0.45025132390959227,0.5852441214093853,1.6052858657192939,1.229413934606437,0.8509652716484364,1.1541093285254247,-0.8838429986088917,0.4850353426273351,0.3694560914628902
2017-08-31,1.2777045393935194,-0.17572965072638297,0.19826980397860555,1.540481579484223,0.9125606831846829,0.7996713491221858,1.1785832924187662,1.9274811275864703,1.027782609978977,0.37363690880216627
2017-09-01,1.2878486280928387,-0.16657892828694268,0.1853706600642466,1.5383214366097204,0.9019989081372897,0.7979615517046458,1.1793990912152115,2.021191931792982,1.0458741855573652,0.3771666881725935
2017-09-30,1.449973707927295,-0.8064177761913635,-0.5722562580310091,1.5742838152056022,0.6726711842808809,0.7638035988519822,0.9838249264141967,-0.2506236166369141,0.9143000478112154,0.38089084370559134
2017-10-01,1.4555642279215864,-0.8284811847397917,-0.5983813241722252,1.5755238972261503,0.6647633317341075,0.7626257384087867,0.9770809896969211,-0.3289620838241506,0.9097630085785896,0.3840666095143353
2017-11-01,0.6239743787707124,0.33401941692949777,-2.2138701080065855,1.0398084643495613,0.6904913232247906,0.7891275983806814,0.867492018041181,-0.23826198460270953,0.9152147930256603,0.38669626730843526
2017-12-01,0.2536024291488946,-0.6226796428174773,-2.0699156619223356,1.1439753540755646,0.5452320620021893,0.6036145785774175,0.8506321762479899,-0.3571630889876039,0.671121165237294,0.3899590745954859
2018-01-01,-0.046888020544278354,-0.6393662543246921,-0.35845724736514206,2.1930847434588845,0.1402867791137628,0.6212824852253465,1.2131187748015928,-0.20149252637533446,1.286298878585465,0.39243285748566287
2018-02-01,0.2815550291203526,0.7400602969383884,0.6172339983169962,1.091891909212563,0.07899408862588846,0.44460341874604703,1.1541093285254247,-0.6958195085016098,0.8743802654119659,0.39413837481839753
2018-03-01,0.5261402788706097,0.3729548437796653,-0.1825129243732811,0.8091532085276967,0.011372690064127267,0.44460341874604703,0.8590620971445855,2.364374979669214,1.0806636659852218,0.3950568701060125
2018-03-31,0.5667166336678872,0.28144761938526264,1.4737371542304547,0.8163536847760378,0.0408853684851597,0.5984851863247935,1.046695820326871,0.147304861401337,0.2232340416748718,0.39681950419650946
2018-04-01,0.5680691788277965,0.2783973785721155,1.5289454901839123,0.8165937006509827,0.04186912443252684,0.6036145785774175,1.0529502777662803,0.07340252412574129,0.1946530541978601,0.39916623757151637
